Name,Genre
Brunswick Circuit Pro Bowling,Sports
Marvel Super Hero Squad: Comic Combat,Action
Trinity Universe,Role-Playing
Payday 2,Shooter
Pirates: Hunt For Blackbeard's Booty,Adventure
Cabela's Dangerous Hunts 2009,Sports
Senran Kagura: Estival Versus,Action
Ball Breakers,Action
Mobile Suit Gundam Seed Destiny: Generation of C.E.,Action
Splatterhouse,Action
EyeToy: Groove,Misc
You Don't Know Jack,Misc
Chuck E. Cheese's Party Games,Misc
Twisted Metal: Small Brawl,Action
Otomedius Excellent,Shooter
Charlie and the Chocolate Factory,Adventure
Armored Core: Last Raven,Simulation
Burnout Legends,Racing
Tomb Raider: Underworld,Action
College Hoops 2K7,Sports
Hello Kitty: Birthday Adventures,Adventure
All Grown Up! Express Yourself,Misc
Escape The Museum,Adventure
K-1 World Grand Prix,Sports
Kidou Senshi Gundam: Senjou no Kizuna Portable,Strategy
Super Robot Taisen A Portable,Strategy
Juiced,Racing
Naruto Shippuden: Dragon Blade Chronicles,Action
Looney Tunes: Back in Action,Platform
Shaun White Skateboarding,Sports
DiRT Showdown,Racing
Virtua Tennis,Sports
Cabela's Big Game Hunter: Hunting Party,Sports
Tales of the Tempest,Role-Playing
SimCity Creator (JP sales),Simulation
Biohazard: Revival Selection,Action
Sonic Riders: Zero Gravity,Racing
UFC: Sudden Impact,Fighting
NBA Hoopz,Sports
ESPN X Games Skateboarding,Sports
Nancy Drew: The Hidden Staircase,Adventure
Speedball 2100,Sports
Full Auto 2: Battlelines,Racing
College Hoops 2K8,Sports
LEGO Island 2: The Brickster's Revenge,Adventure
How to Train Your Dragon,Action
Backyard Basketball,Sports
Madden NFL 09,Sports
Dynasty Warriors: Gundam 3,Action
Scooby-Doo! Unmasked,Platform
Summon Night 4,Role-Playing
NHL 2004,Sports
Pro Yaky? Spirits 5,Sports
Back to the Future: The Game,Adventure
Namco Museum: 50th Anniversary,Misc
Monster 4x4: Stunt Racer,Racing
Velvet Assassin,Shooter
NFL 2K2,Sports
MindJack,Shooter
Marvel Super Hero Squad: Comic Combat,Action
NBA Starting Five,Sports
NBA Live 16,Sports
WWE SmackDown vs. Raw 2009,Fighting
Dead or Alive Paradise,Misc
Dark Souls II,Role-Playing
The Suffering: Ties That Bind,Action
EyeToy: Kinetic,Sports
Transformers: Prime,Action
Fancy Nancy: Tea Party Time!,Adventure
Project Spark,Misc
Army Men: Sarge's Heroes 2,Shooter
Yakuza Zero: The Place of Oath,Action
The Wild Thornberrys: Animal Adventures,Adventure
Cabela's Adventure Camp,Misc
SEGA Bass Fishing Duel,Sports
Teen Titans,Action
Sports Illustrated for Kids: Baseball,Sports
Mark Davis Pro Bass Challenge,Sports
Rugrats: Royal Ransom,Platform
Winning Eleven: Pro Evolution Soccer 2007,Sports
Warriors of Might and Magic,Adventure
Rapala Fishing Frenzy 2009,Sports
Petz: Horseshoe Ranch,Adventure
Open Season,Platform
Ridge Racer,Racing
EyePet & Friends,Simulation
Street Fighter: The Movie,Fighting
Major League Baseball 2K9,Sports
World Championship Poker,Misc
Global Defence Force,Shooter
Major League Baseball 2K6,Sports
WordJong Party,Puzzle
SaGa 2: Hihou Densetsu - Goddess of Destiny,Role-Playing
Smash Court Tennis Pro Tournament,Sports
Super Robot Taisen L,Strategy
Race Pro,Racing
The Grim Adventures of Billy & Mandy,Action
NBA Inside Drive 2004,Sports
The King of Fighters '97,Fighting
Time Commando,Action
Professional Fisherman's Tour: Northern Hemisphere,Sports
Kekkaishi: Karasumori Ayakashi Kidan,Action
Gretzky NHL 2005,Sports
Dungeon Siege III,Role-Playing
The Hobbit,Platform
MotoGP 15,Racing
Backyard Sports Football: Rookie Rush,Sports
Skate it,Sports
Cabela's Legendary Adventures,Sports
True Crime: New York City,Action
Metal Arms: Glitch in the System,Shooter
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,Action
Toukiden Kiwami,Action
Trauma Team,Simulation
The Secret World,Role-Playing
Ice Age: Dawn of the Dinosaurs,Action
ESPN Final Round Golf 2002,Sports
Iron Chef America: Supreme Cuisine,Simulation
MDK2 Armageddon,Shooter
Exhibition Volume 02,Misc
NHL 2K9,Sports
I Spy: Castle,Puzzle
Fight Night Round 2,Fighting
Backbreaker,Sports
Disney's Atlantis: The Lost Empire,Platform
Power Pro Kun Pocket,Sports
The King of Fighters '97,Fighting
Tamagotchi no Narikiri Challenge,Action
Madden NFL 17,Sports
Jewel Match,Puzzle
Space Battleship Yamato: Harukanaru Hoshi Iscandar,Strategy
Lost in Blue 3,Adventure
Sound Novel Evolution 1: Otogirisou Sosei-Hen,Adventure
Stormrise,Strategy
Psi-Ops: The Mindgate Conspiracy,Shooter
X-Men: The Official Game,Action
SWAT: Global Strike Team,Shooter
Horrid Henry: Missions of Mischief,Adventure
Cabela's Legendary Adventures,Sports
Pictionary,Puzzle
Hitman: HD Trilogy,Action
MX World Tour Featuring Jamie Little,Racing
Goblin Commander: Unleash the Horde,Strategy
uDraw Studio: Instant Artist,Misc
Hello Kitty: Happy Party Pals,Misc
Jikkyou Powerful Pro Baseball 2016,Sports
Backyard NFL Football '09,Sports
World Destruction League: Thunder Tanks,Action
Tom Clancy's Ghost Recon: Future Soldier,Shooter
Backyard Baseball '10,Sports
Resident Evil Director's Cut: Dual Shock Edition,Action
Broken Sword: Shadows of the Templars - The Director's Cut,Adventure
PlayStation Move Heroes,Platform
The King of Fighters '95,Fighting
RoadKill,Action
Hanjuku Eiyuu Tai 3D,Role-Playing
.hack//G.U. Vol.3//Redemption,Role-Playing
Super Robot Taisen Compact 2 Dai-1-Bu,Strategy
Looney Tunes: Back in Action,Platform
Marvel Super Hero Squad: The Infinity Gauntlet,Action
The Chronicles of Narnia: Prince Caspian,Action
Tak: The Great Juju Challenge,Platform
Yu-Gi-Oh! Zexal World Duel Carnival,Misc
SingStar Motown,Misc
Macross Ultimate Frontier,Action
Top Spin 2,Sports
Hunter: The Reckoning Redeemer,Action
Age of Empires III: Complete Collection,Strategy
Captain America: Super Soldier,Action
Tokyo Xtreme Racer,Racing
Fighter Maker,Fighting
Danganronpa 2: Goodbye Despair,Misc
Thief: Deadly Shadows,Action
Monkey Island: Special Edition Collection,Adventure
MotoGP 10/11,Racing
NBA 09: The Inside,Sports
Batman Begins,Action
Mercury Meltdown Revolution,Action
Glover,Platform
Dragon Ball GT: Game Boy Advance Video Volume 1,Misc
Country Dance: All Stars,Action
Let's TAP,Misc
James Cameron's Dark Angel,Action
Mahjong Fight Club,Misc
Turok 3: Shadow of Oblivion,Shooter
Bomberman 64: The Second Attack!,Adventure
World Driver Championship,Racing
The Lord of the Rings: Aragorn's Quest,Action
Spawn: Armageddon,Action
Project X Zone 2: Brave New World,Role-Playing
Codename: Kids Next Door: Game Boy Advance Video Volume 1,Misc
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,Misc
Major League Baseball 2K9,Sports
Gundam Assault Survive,Action
Bee Movie Game,Action
Luxor 3,Puzzle
Disney TH!NK Fast: The Ultimate Trivia Showdown,Misc
Jikkyou Powerful Pro Yakyuu 2013,Sports
Fate/Stay Night [Réalta Nua],Adventure
Disney's Home on the Range,Action
The Rise of the Argonauts,Role-Playing
Conception II: Children of the Seven Stars,Role-Playing
Deus Ex: Mankind Divided,Role-Playing
Space Griffon VF-9,Role-Playing
Professor Heinz Wolff's Gravity,Puzzle
.hack//G.U. Vol.1//Rebirth,Role-Playing
Transformers: Dark of the Moon,Action
FaceBreaker,Fighting
Star Wars: Battlefront II,Shooter
Michael Jackson: The Experience 3D,Misc
Gyakuten Saiban 3,Adventure
Digimon Story: Cyber Sleuth,Role-Playing
Gallop Racer 2001,Sports
Hellboy: The Science of Evil,Action
Nightmare Creatures II,Action
MotoGP 09/10,Racing
Bratz Kidz,Misc
N3 II: Ninety-Nine Nights,Action
Catwoman,Action
Garfield: Lasagna World Tour,Action
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,Misc
Bomberman B-Daman,Shooter
Monsters vs. Aliens,Action
Beat Down: Fists of Vengeance,Action
World Destruction League: Thunder Tanks,Action
Terminator 3: The Redemption,Shooter
Reloaded,Action
Sword of the Samurai,Fighting
Anarchy Reigns,Action
SSX On Tour,Sports
Bladestorm: Nightmare,Action
Fairytale Fights,Action
LEGO Marvel Super Heroes,Action
Hot Wheels: Beat That!,Racing
Ashes Cricket 2009,Sports
James Bond 007: Everything or Nothing,Shooter
Naruto Shippuden: Ultimate Ninja 5,Fighting
Shrek Extra Large,Platform
Final Fantasy V,Role-Playing
World Tour Soccer 2006,Sports
Gunvalkyrie,Shooter
Camp Rock: The Final Jam,Misc
NickToons: Racing,Racing
Jillian Michaels Fitness Ultimatum 2011,Sports
VR Golf '97,Sports
State of Emergency,Action
Off-World Interceptor Extreme,Racing
Sumikko Gurashi: Koko ga Ochitsukundesu,Action
Disney Golf,Sports
The Naked Brothers Band: The Video Game,Misc
Fuzion Frenzy 2,Misc
Demon Gaze,Role-Playing
Clock Tower II: The Struggle Within,Adventure
Batman Beyond: Return of the Joker,Action
My French Coach,Misc
Backyard NFL Football '10,Sports
CSI: Fatal Conspiracy,Adventure
Mega Man Network Transmission,Platform
Densetsu no Stafi 4,Platform
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),Role-Playing
Fairytale Fights,Action
How to Train Your Dragon 2,Adventure
Tokimeki Memorial: Private Collection,Misc
Magical Starsign (US sales),Role-Playing
RC Revenge Pro,Racing
G-Force,Action
Surf's Up,Sports
Buzz! Brain of the UK,Misc
Backyard Wrestling: Don't Try This at Home,Fighting
Gauntlet: Dark Legacy,Action
Far East of Eden II: Manji Maru,Role-Playing
Time and Eternity,Role-Playing
Lost Kingdoms,Role-Playing
Brunswick Cosmic Bowling,Sports
Pursuit Force: Extreme Justice,Action
Disney Sing It: Family Hits,Misc
Matchbox Cross Town Heroes,Racing
The Cursed Crusade,Action
Ridge Racer Unbounded,Racing
Wolfenstein 3D,Shooter
Nobunaga no Yabou: Tenshoki,Strategy
NHL 07,Sports
I'm A Celebrity: Get Me Out of Here!,Misc
Dementium: The Ward,Shooter
Mobile Suit Gundam: Extreme VS Force,Action
Dragon Quest X,Role-Playing
Learning to Spell,Misc
TRON: Evolution,Action
Sudoku Gridmaster,Puzzle
NASCAR '14,Racing
Super Power League,Sports
Bakugan Battle Brawlers: Defenders of the Core,Action
Green Lantern: Rise of the Manhunters,Action
Street Fighter Alpha 2,Fighting
25 to Life,Shooter
Squeeballs Party,Puzzle
Naval Assault: The Killing Tide,Simulation
NASCAR '15,Sports
NCAA Basketball 09,Sports
Sega Superstars,Misc
MLB 11: The Show,Sports
Bomberman Land,Misc
Ringling Bros. and Barnum & Bailey: Circus Friends,Action
Midway Arcade Treasures,Misc
Leisure Suit Larry: Magna Cum Laude,Adventure
Mousetrap / Operation / Simon,Misc
Pac-Man World 3,Platform
Shawn Johnson Gymnastics,Sports
NBA 09: The Inside,Sports
One Piece: Pirate Warriors 3,Action
Jikkyou Powerful Pro Yakyuu 2014,Sports
Resident Evil,Action
TOEIC Test Training DS,Misc
Itoi Shigesato no Bass Tsuri No. 1,Sports
ZhuZhu Puppies,Simulation
Cubivore: Survival of the Fittest,Adventure
7th Dragon III Code: VFD,Role-Playing
FlatOut,Racing
Chaotic: Shadow Warriors,Action
Mr. Do!'s Castle,Action
Death Trap,Action
Armor Ambush,Action
Parodius,Shooter
Easy Piano,Misc
Blood Bowl,Sports
Taz Wanted,Platform
Far Cry: Primal,Action
Sid Meier's Civilization IV,Strategy
Zoo Keeper,Puzzle
Phantasy Star Online 2,Role-Playing
Vehicular Combat League presents Motor Mayhem,Racing
Chuck E. Cheese's Party Games,Misc
Pursuit Force,Racing
PoPoLoCrois: Hajimari no Bouken,Role-Playing
Star Wars: Super Bombad Racing,Racing
TransFormers Animated: The Game,Action
Hamster Heroes,Puzzle
Hot Wheels Velocity X,Racing
Driver: San Francisco,Racing
Alien Resurrection,Shooter
World Tour Soccer 2005,Sports
Disney Friends,Simulation
ESPN College Hoops,Sports
Dengeki Bunko Fighting Climax,Fighting
F1 Championship Season 2000,Racing
Leisure Suit Larry: Box Office Bust,Adventure
Pen 1 Grand Prix: Penguin no Mondai Special,Fighting
Robotech: Battlecry,Shooter
Zapper: One Wicked Cricket!,Platform
Bomberman Land,Misc
Clash of the Titans,Action
Pro Evolution Soccer 2014,Action
Paws & Claws: Pet Resort,Simulation
Kya: Dark Lineage,Adventure
Mirror's Edge Catalyst,Platform
Curious George,Action
Stronghold 3,Strategy
Lethal Skies II,Simulation
F1 2011,Racing
Kamaitachi no Yoru × 3,Adventure
Guilty Gear Judgment,Fighting
Tom and Jerry: Infurnal Escape,Action
NCAA Football 09 All-Play,Sports
Splatterhouse,Action
The Legend of Heroes VII: The Trail of Zero,Role-Playing
Doctor Lautrec and the Forgotten Knights,Adventure
King's Field,Role-Playing
Let's Ride: Sunshine Stables,Sports
World Stadium 4,Sports
Disney's American Dragon Jake Long: Attack of the Dark Dragon,Action
Midway Arcade Treasures 2,Misc
Hot Wheels World Race,Racing
San Goku Shi Taisen DS,Strategy
Monster Jam,Racing
Kawa no Nushi Tsuri,Sports
Castlevania Judgment,Fighting
Magic: The Gathering - Battlegrounds,Strategy
N2O: Nitrous Oxide,Racing
Dancing With The Stars,Misc
Apache: Air Assault,Simulation
Aliens: Infestation,Action
Return to PopoloCrois: A Story of Seasons Fairytale,Simulation
Angry Birds Trilogy,Action
Otogirisou,Adventure
SD Gundam G Generation 3D,Role-Playing
Crash Tag Team Racing,Racing
El Shaddai: Ascension of the Metatron,Action
NPPL: Championship Paintball 2009,Shooter
True Swing Golf,Sports
TimeSplitters: Future Perfect,Shooter
Hannah Montana: Rock Out the Show,Misc
Zoo Hospital,Simulation
Family Feud Decades,Misc
Midway Arcade Treasures 3,Misc
Goosebumps HorrorLand,Adventure
Dr. Muto,Platform
Thrillville: Off the Rails,Strategy
DS Rakubiki Jiten,Misc
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure
Fatal Frame II: Crimson Butterfly,Action
Murdered: Soul Suspect,Action
Shadow Man: 2econd Coming,Adventure
Yu-Gi-Oh! 5D's Tag Force 6,Strategy
Dynasty Warriors 4,Action
Warriors Orochi 3,Action
Wakeboarding Unleashed Featuring Shaun Murray,Sports
The Incredibles: Rise of the Underminer,Action
Beowulf: The Game,Action
Dewy's Adventure,Platform
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,Sports
Alone in the Dark: The New Nightmare,Adventure
The BIGS,Sports
Fracture,Shooter
Flushed Away,Platform
NBA Live 08,Sports
Summon Night EX-Thesis: Yoake no Tsubasa,Role-Playing
Hyperdimension Neptunia Victory,Role-Playing
Pro Yaky? Spirits 3,Sports
Silent Scope 3,Shooter
NASCAR Heat 2002,Racing
Marble Saga: Kororinpa,Puzzle
Namco Classic Fighter Collection,Fighting
International Superstar Soccer Deluxe,Sports
Family Game Night 4: The Game Show,Misc
Intellivision Lives!,Misc
Robots,Action
WRC 2: FIA World Rally Championship,Racing
The King of Fighters XII,Fighting
Tak: Mojo Mistake,Action
Lego Star Wars: The Force Awakens,Action
Dungeon Siege: Throne of Agony,Role-Playing
Rio,Misc
SimEarth: The Living Planet,Simulation
Finding Nemo: Escape to the Big Blue,Action
Sengoku Basara: Chronicle Heroes,Action
Grease Dance,Misc
Culdcept SAGA,Role-Playing
The Wild Thornberrys: Chimp Chase,Action
Power Stakes,Sports
World Series of Poker: Tournament of Champions 2007 Edition,Misc
Tom and Jerry in Fists of Furry,Fighting
Hydro Thunder,Racing
Destruction Derby 64,Racing
Space Invaders,Shooter
Starcraft 64,Strategy
Buck Bumble,Action
California Speed,Misc
Wonder Project J2: Koruro no Mori no Josette,Simulation
Asteroids Hyper 64,Shooter
The Powerpuff Girls: Chemical X-Traction,Action
Fighters Destiny,Fighting
Jikkyou Powerful Pro Yakyuu Basic-han 2001,Sports
The Crew,Racing
Ready 2 Rumble Revolution,Sports
Create,Action
Minna no DS Seminar: Kanpeki Kanji Ryoku,Misc
Macross Ace Frontier,Simulation
Black & Bruised,Fighting
Eragon,Action
TimeShift,Shooter
.hack//G.U. Vol.2//Reminisce (jp sales),Role-Playing
Rapala Pro Fishing,Sports
Spyro: Shadow Legacy,Action
Just Dance: Disney Party,Misc
The Sims 3: Seasons,Simulation
Our House,Strategy
Bakugan Battle Brawlers: Defenders of the Core,Action
Guilty Gear Xrd: Sign,Fighting
Sid Meier's Pirates!,Strategy
Scarface: Money. Power. Respect.,Strategy
Angry Birds Star Wars,Strategy
Ghost in the Shell: Stand Alone Complex,Adventure
Blitz: The League,Sports
Battle Soccer: Field no Hasha,Sports
Yakuza Kiwami,Adventure
NBA 2K12,Sports
Take A Break's: Puzzle Master,Puzzle
Ener-G: Dance Squad,Sports
Rudolph the Red-Nosed Reindeer,Action
FlatOut 2,Racing
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,Fighting
Despicable Me: The Game,Platform
FIFA Soccer 96,Sports
NCAA Final Four 2001,Sports
Heroes over Europe,Simulation
J-League Jikkyou Winning Eleven 2000,Sports
Eve: The Lost One,Adventure
TNA iMPACT!,Fighting
Konami Krazy Racers,Racing
BioShock The Collection,Shooter
Watchmen: The End is Nigh - The Complete Experience,Action
Solitaire Overload Plus,Misc
Saturday Night Slam Masters,Fighting
F-Zero: GP Legend,Racing
Racing Lagoon,Racing
Vegas Party,Misc
Mr. Driller 2,Puzzle
Klonoa,Platform
Bulletstorm,Shooter
Putty Squad,Platform
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,Sports
Burger Island,Action
The Walking Dead: Season One,Adventure
Field Commander,Strategy
Left Brain Right Brain: Use Both Hands Train Both Sides,Misc
Around the World in 80 Days,Action
"BCFX: The Black College Football Xperience, The Doug Williams Edition",Sports
Custom Robo Arena,Fighting
Ar Nosurge: Ode to an Unborn Star,Role-Playing
Power Rangers Double Pack,Action
Imagine: Ice Champions,Sports
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,Misc
FIFA Soccer 97,Sports
Transformer: Rise of the Dark Spark,Action
Shaun White Skateboarding,Sports
Dragon Ball: Origins 2,Action
Psychic Force,Fighting
Trigger Man,Shooter
StarBlade α,Shooter
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,Strategy
Wildstar,Role-Playing
Family Party: 30 Great Games Outdoor Fun,Misc
Tiger Woods PGA Tour 2004,Sports
Rudolph the Red-Nosed Reindeer,Action
Spider-Man: Web of Shadows - Amazing Allies Edition,Action
Culdcept,Misc
Amped 3,Sports
MX 2002 Featuring Ricky Carmichael,Racing
Innocent Life: A Futuristic Harvest Moon,Simulation
Halo Triple Pack,Shooter
Street Racer,Racing
Bomberman Land Touch! 2,Puzzle
NBA 2K3,Sports
Harvest Moon: The Lost Valley,Simulation
NHL 2005,Sports
Arcana Heart,Fighting
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,Sports
Battlestar Galactica,Shooter
Time Hollow,Adventure
Medieval Games,Action
Kingdom Hearts: Birth by Sleep - Final Mix,Role-Playing
Tak and the Guardians of Gross,Action
Yu-Gi-Oh! 5D's: Duel Transer,Strategy
Jurassic Park: The Game,Action
Toriko: Gourmet Monsters!,Role-Playing
Akiba's Trip: Undead & Undressed,Action
The Incredible Hulk: The Pantheon Saga,Action
The Idolm@ster 2,Misc
Monster House,Adventure
Dynasty Warriors 8: Xtreme Legends,Action
Godzilla Unleashed,Fighting
AC/DC LIVE: Rock Band Track Pack,Misc
Senran Kagura: Sh?jo-tachi no Shinei,Action
Ener-G Horse Riders,Sports
He-Man: Power of Grayskull,Action
Sherlock Holmes vs. Jack the Ripper,Adventure
Sniper: Ghost Warrior,Shooter
Rondo of Swords (US sales),Role-Playing
Polaris SnoCross,Racing
Wing Commander III: Heart of the Tiger,Action
Imagine: Music Fest,Simulation
Mat Hoffman's Pro BMX 2,Sports
Fist of the North Star: Ken's Rage,Action
Chaotic: Shadow Warriors,Action
Muppet RaceMania,Racing
Namco Museum Vol.5,Misc
Courier Crisis,Racing
Digimon Battle Spirit 2,Fighting
Winning Post 3,Racing
Just Sing!,Misc
Driven,Racing
James Noir's Hollywood Crimes,Adventure
"Warhammer 40,000: Fire Warrior",Shooter
All-Pro Football 2K8,Sports
Lufia: Curse of the Sinistrals,Role-Playing
MTV Music Generator 2,Misc
Mugen Souls,Role-Playing
Ultimate Spider-Man,Action
Major League Baseball 2K13,Sports
Saw II: Flesh & Blood,Action
Burnout 2: Point of Impact,Racing
Paris-Dakar Rally,Racing
Bakugan Battle Brawlers: Defenders of the Core,Action
MotionSports: Adrenaline,Sports
Atelier Iris: Eternal Mana,Role-Playing
Blinx 2: Masters of Time & Space,Platform
F.E.A.R. 3,Shooter
Chessmaster: The Art of Learning,Misc
My Baby 3 & Friends,Simulation
Tak: The Great Juju Challenge,Platform
Fantasia: Music Evolved,Misc
Dragon Ball Z: Harukanaru Densetsu (JP sales),Role-Playing
Knockout Kings 2003,Sports
Bomberman,Puzzle
NCAA Football 2004,Sports
XGIII: Extreme G Racing,Racing
Digimon World 4,Role-Playing
Stormrise,Strategy
Scripps Spelling Bee,Simulation
Major League Baseball 2K11,Sports
"Go, Diego, Go! Safari Rescue",Adventure
Disney's Story Studio: Disney's Mulan,Misc
Pressure Cooker,Action
Home Run,Sports
Klax,Puzzle
Saturn Bomberman,Puzzle
The Godfather: Blackhand Edition,Adventure
Wolfenstein: The Old Blood,Action
Jikkyou Powerful Pro Yakyuu Portable,Sports
Dragon's Lair Trilogy,Adventure
Naruto: Powerful Shippuden,Platform
American Chopper,Racing
The Adventures of Tintin: The Game,Action
Dynasty Warriors 8,Action
Bust-A-Move Bash!,Puzzle
Kingdom Under Fire: Heroes,Strategy
Cartoon Network Collection: Game Boy Advance Video Special Edition,Misc
The Terminator: Dawn of Fate,Action
Infected,Shooter
Doctor Who: Evacuation Earth,Adventure
Birds of Steel,Simulation
Cars: Race-O-Rama,Racing
Scooby-Doo! Unmasked,Platform
Theatrhythm Dragon Quest,Misc
Streak: Hoverboard Racing,Racing
NBA Street Homecourt,Sports
Darksiders II,Action
Enthusia Professional Racing,Racing
DiRT 3,Racing
NCAA GameBreaker 2001,Sports
Disgaea 4: A Promise Unforgotten,Role-Playing
Get On Da Mic,Misc
Darksiders II,Action
Gunslingers,Shooter
Army Men: Sarge's War,Shooter
Amagami,Adventure
Jikkyou Powerful Pro Yakyuu 2009,Sports
Block Party,Misc
Little League World Series Baseball 2009,Sports
Kidou Senkan Nadesico,Strategy
Blitz: The League II,Sports
Arcade Zone,Misc
Project Sylpheed: Arc of Deception,Shooter
Bigfoot: Collision Course,Racing
Frogger's Adventures: The Rescue,Platform
NHL 2K10,Sports
Family Party: Fitness Fun,Sports
The Secret Saturdays: Beasts of the 5th Sun,Action
Michael Jackson: The Experience,Misc
MLB Power Pros 2008,Sports
Sonny with a Chance,Action
The Fairly Odd Parents: Clash with the Anti-World,Adventure
WordJong,Puzzle
Tears to Tiara II: Heir of the Overlord,Role-Playing
Puzzle Quest: Galactrix,Puzzle
The Amazing Spider-Man (Console Version),Action
de Blob 2,Platform
Disney's The Lion King: Simba's Mighty Adventure,Action
Gundam Breaker 2,Action
Major League Baseball 2K10,Sports
Samurai Warriors: Katana,Action
NBA 09: The Inside,Sports
Jikkyou Powerful Pro Yakyuu 2012,Action
Kingdom of Paradise,Role-Playing
All Japan Pro Wrestling featuring Virtua,Fighting
Naruto Shippuden: Legends: Akatsuki Rising,Fighting
Marvel Super Hero Squad: The Infinity Gauntlet,Action
Rudra no Hihou,Role-Playing
Bleach: Dark Souls,Fighting
Hot Wheels: Battle Force 5,Racing
Prince of Persia: The Sands of Time,Action
Zoids: Battle Legends,Action
Ice Age 2: The Meltdown,Platform
Prince of Persia: The Forgotten Sands,Action
World Series Baseball 2K3,Sports
Tokyo Xanadu,Role-Playing
Serious Sam,Shooter
Bomberman,Puzzle
Kowloon's Gate,Adventure
Killer7,Action
Super Monkey Ball Adventure,Platform
FIFA Soccer 2002,Sports
Street Fighter Anniversary Collection,Fighting
3rd Super Robot Wars Z: Tengoku-Hen,Action
Suzumiya Haruhi no Yakusoku,Adventure
Shadow Ops: Red Mercury,Shooter
Indigo Prophecy,Adventure
FIFA 06: Road to FIFA World Cup,Sports
World League Soccer,Sports
NBA ShootOut 2001,Sports
Final Fantasy XI: Vana'diel Collection 2008,Role-Playing
Farm Frenzy: Animal Country,Simulation
We Sing UK Hits,Misc
Samurai Shodown Anthology,Fighting
Musashi: Samurai Legend,Role-Playing
Build-A-Bear Workshop: Welcome to Hugsville,Misc
LEGO The Hobbit,Action
The Oregon Trail,Simulation
Oreshika: Tainted Bloodlines,Role-Playing
Pokémon: Johto Photo Finish: Game Boy Advance Video,Misc
Adventure Time: Explore the Dungeon Because I Don't Know!,Action
F1 2001,Racing
Darksiders,Action
J-League Victory Goal,Sports
Top Gun: Combat Zones,Simulation
Countdown: The Game,Puzzle
Spongebob Squarepants / Fairly Odd Parents Double Pack,Action
Pro Baseball Spirits 2015,Action
NHL 09,Sports
History Civil War: Secret Missions,Shooter
Fantastic Four: Rise of the Silver Surfer,Action
Dark Rift,Fighting
Derby Stallion 64,Sports
Doraemon 3: Nobi Dai no Machi SOS!,Platform
Space Station Silicon Valley,Adventure
All-Star Baseball 2003,Sports
Burger Island,Action
Cake Mania: In The Mix!,Puzzle
T'ai Fu: Wrath of the Tiger,Action
Rocky,Fighting
Ford Racing 2,Racing
Kids Learn Math: A+ Edition,Misc
Rock Band: Metal Track Pack,Misc
Megamind: Ultimate Showdown,Action
Space Invaders Extreme,Shooter
Tetris Attack,Puzzle
Thor: God of Thunder,Action
Petz: Dogz Talent Show,Simulation
BloodRayne 2,Shooter
Jaws Unleashed,Action
Pro Yaky? Spirits 6,Sports
Star Trek: Voyager Elite Force,Shooter
X-Men: The Official Game,Action
The Sims Medieval: Pirates and Nobles,Simulation
Warriors Orochi 3,Action
Brain Boost: Gamma Wave,Puzzle
Chessmaster II,Strategy
All-Star Baseball 2003,Sports
Major League Baseball 2K12,Sports
Scooby-Doo! Mystery Mayhem,Action
Winning Post 4,Sports
Castlevania: Lords of Shadow - Mirror of Fate,Action
187: Ride or Die,Racing
Dishonored,Action
Curious George,Action
Strawberry Shortcake: Game Boy Advance Video Volume 1,Misc
Battleborn,Shooter
eJay Clubworld,Misc
Geist,Adventure
The King of Fighters XIV,Fighting
Cardinal Syn,Fighting
Sword Art Online: Hollow Realization,Role-Playing
The Incredibles: Rise of the Underminer,Action
Deadly Premonition,Action
Street Fighter Alpha 3,Fighting
Mobile Suit Gundam Side Story III: Sabakareshi Mono,Shooter
Super Street Fighter II,Fighting
Deponia,Adventure
Metal Gear Solid: Peace Walker HD Edition,Action
Battle Stadium D.O.N,Fighting
Ridge Racer DS,Racing
High Velocity Bowling,Sports
LEGO Harry Potter Collection,Action
The Quest Trio,Puzzle
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,Sports
Brain Boost: Beta Wave,Puzzle
Power Pro Kun Pocket 9,Sports
Shenmue II,Adventure
Armored Core: For Answer,Simulation
Sumikko Gurashi: Omise Hajimerundesu,Action
Major League Baseball 2K8,Sports
Capcom Classics Collection,Misc
Fugitive Hunter: War on Terror,Shooter
The Incredible Hulk: Ultimate Destruction,Action
Candace Kane's Candy Factory,Action
Prince of Persia: The Two Thrones,Action
Blazing Angels 2: Secret Missions of WWII,Simulation
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,Adventure
Pac-Man World 3,Platform
SNK Arcade Classics Vol. 1,Misc
Phantasy Star Online Episode I & II,Role-Playing
All-Star Baseball 2005,Sports
